Employee_ID,Risk_Score_%,Action_Priority
14487,37.9,MEDIUM (Monitor Status)
12699,37.88,MEDIUM (Monitor Status)
12469,37.85,MEDIUM (Monitor Status)
13671,37.84,MEDIUM (Monitor Status)
15335,37.83,MEDIUM (Monitor Status)
13603,37.83,MEDIUM (Monitor Status)
14288,37.82,MEDIUM (Monitor Status)
14874,37.8,MEDIUM (Monitor Status)
13575,37.68,MEDIUM (Monitor Status)
12565,37.65,MEDIUM (Monitor Status)
13851,37.64,MEDIUM (Monitor Status)
14550,37.63,MEDIUM (Monitor Status)
13741,37.58,MEDIUM (Monitor Status)
13392,37.51,MEDIUM (Monitor Status)
14303,37.38,MEDIUM (Monitor Status)
15538,37.38,MEDIUM (Monitor Status)
13121,37.3,MEDIUM (Monitor Status)
12969,37.3,MEDIUM (Monitor Status)
14386,37.29,MEDIUM (Monitor Status)
14806,37.18,MEDIUM (Monitor Status)
13285,37.12,MEDIUM (Monitor Status)
14026,37.12,MEDIUM (Monitor Status)
13372,37.02,MEDIUM (Monitor Status)
15274,36.96,MEDIUM (Monitor Status)
14583,36.94,MEDIUM (Monitor Status)
13602,36.92,MEDIUM (Monitor Status)
15121,36.92,MEDIUM (Monitor Status)
14260,36.86,MEDIUM (Monitor Status)
14003,36.85,MEDIUM (Monitor Status)
14292,36.83,MEDIUM (Monitor Status)
15666,36.8,MEDIUM (Monitor Status)
15562,36.77,MEDIUM (Monitor Status)
14572,36.73,MEDIUM (Monitor Status)
13854,36.66,MEDIUM (Monitor Status)
13536,36.66,MEDIUM (Monitor Status)
15557,36.59,MEDIUM (Monitor Status)
12704,36.59,MEDIUM (Monitor Status)
14517,36.45,MEDIUM (Monitor Status)
13198,36.43,MEDIUM (Monitor Status)
13827,36.4,MEDIUM (Monitor Status)
15360,36.18,MEDIUM (Monitor Status)
12533,36.09,MEDIUM (Monitor Status)
13065,36.07,MEDIUM (Monitor Status)
12774,36.04,MEDIUM (Monitor Status)
14636,36.04,MEDIUM (Monitor Status)
14901,36.04,MEDIUM (Monitor Status)
15668,36.01,MEDIUM (Monitor Status)
15261,35.97,MEDIUM (Monitor Status)
14922,35.97,MEDIUM (Monitor Status)
14189,35.91,MEDIUM (Monitor Status)
15366,35.89,MEDIUM (Monitor Status)
13718,35.89,MEDIUM (Monitor Status)
13646,35.88,MEDIUM (Monitor Status)
14068,35.82,MEDIUM (Monitor Status)
13926,35.77,MEDIUM (Monitor Status)
12987,35.75,MEDIUM (Monitor Status)
12587,35.74,MEDIUM (Monitor Status)
12739,35.74,MEDIUM (Monitor Status)
13812,35.71,MEDIUM (Monitor Status)
15049,35.62,MEDIUM (Monitor Status)
15559,35.5,MEDIUM (Monitor Status)
15567,35.35,MEDIUM (Monitor Status)
14593,35.29,MEDIUM (Monitor Status)
15364,35.27,MEDIUM (Monitor Status)
13657,35.12,MEDIUM (Monitor Status)
13107,35.05,MEDIUM (Monitor Status)
14689,35.02,MEDIUM (Monitor Status)
14824,35.01,MEDIUM (Monitor Status)
13494,34.91,MEDIUM (Monitor Status)
13715,34.88,MEDIUM (Monitor Status)
14669,34.83,MEDIUM (Monitor Status)
13233,34.83,MEDIUM (Monitor Status)
14632,34.82,MEDIUM (Monitor Status)
12868,34.77,MEDIUM (Monitor Status)
13867,34.76,MEDIUM (Monitor Status)
13321,34.74,MEDIUM (Monitor Status)
15048,34.71,MEDIUM (Monitor Status)
14045,34.69,MEDIUM (Monitor Status)
14713,34.68,MEDIUM (Monitor Status)
12784,34.66,MEDIUM (Monitor Status)
15634,34.56,MEDIUM (Monitor Status)
12911,34.54,MEDIUM (Monitor Status)
13892,34.54,MEDIUM (Monitor Status)
14296,34.53,MEDIUM (Monitor Status)
13863,34.46,MEDIUM (Monitor Status)
14145,34.31,MEDIUM (Monitor Status)
15305,34.3,MEDIUM (Monitor Status)
13628,34.24,MEDIUM (Monitor Status)
12506,34.2,MEDIUM (Monitor Status)
15425,34.18,MEDIUM (Monitor Status)
14116,34.14,MEDIUM (Monitor Status)
13948,34.12,MEDIUM (Monitor Status)
13858,34.08,MEDIUM (Monitor Status)
13235,34.01,MEDIUM (Monitor Status)
15031,33.91,MEDIUM (Monitor Status)
14772,33.9,MEDIUM (Monitor Status)
15355,33.86,MEDIUM (Monitor Status)
14868,33.83,MEDIUM (Monitor Status)
14844,33.75,MEDIUM (Monitor Status)
12890,33.52,MEDIUM (Monitor Status)
14287,33.51,MEDIUM (Monitor Status)
13565,33.46,MEDIUM (Monitor Status)
13763,33.45,MEDIUM (Monitor Status)
13163,33.31,MEDIUM (Monitor Status)
15651,33.28,MEDIUM (Monitor Status)
12693,33.2,MEDIUM (Monitor Status)
13690,33.15,MEDIUM (Monitor Status)
13135,33.12,MEDIUM (Monitor Status)
13120,33.07,MEDIUM (Monitor Status)
13074,33.01,MEDIUM (Monitor Status)
15546,32.94,MEDIUM (Monitor Status)
13893,32.93,MEDIUM (Monitor Status)
14869,32.93,MEDIUM (Monitor Status)
15180,32.88,MEDIUM (Monitor Status)
14102,32.85,MEDIUM (Monitor Status)
13762,32.81,MEDIUM (Monitor Status)
13127,32.8,MEDIUM (Monitor Status)
15184,32.75,MEDIUM (Monitor Status)
13182,32.74,MEDIUM (Monitor Status)
12493,32.71,MEDIUM (Monitor Status)
15689,32.64,MEDIUM (Monitor Status)
13795,32.59,MEDIUM (Monitor Status)
14317,32.58,MEDIUM (Monitor Status)
14472,32.57,MEDIUM (Monitor Status)
12442,32.56,MEDIUM (Monitor Status)
13830,32.56,MEDIUM (Monitor Status)
13927,32.45,MEDIUM (Monitor Status)
13422,32.44,MEDIUM (Monitor Status)
12729,32.39,MEDIUM (Monitor Status)
14573,32.36,MEDIUM (Monitor Status)
12497,32.32,MEDIUM (Monitor Status)
13972,32.27,MEDIUM (Monitor Status)
12668,32.26,MEDIUM (Monitor Status)
14716,32.26,MEDIUM (Monitor Status)
13282,32.21,MEDIUM (Monitor Status)
13460,32.15,MEDIUM (Monitor Status)
14510,32.08,MEDIUM (Monitor Status)
14941,32.02,MEDIUM (Monitor Status)
12626,31.93,MEDIUM (Monitor Status)
12604,31.93,MEDIUM (Monitor Status)
14921,31.9,MEDIUM (Monitor Status)
15699,31.9,MEDIUM (Monitor Status)
13442,31.89,MEDIUM (Monitor Status)
12808,31.86,MEDIUM (Monitor Status)
14253,31.85,MEDIUM (Monitor Status)
15344,31.85,MEDIUM (Monitor Status)
14769,31.74,MEDIUM (Monitor Status)
15539,31.73,MEDIUM (Monitor Status)
12726,31.73,MEDIUM (Monitor Status)
12996,31.7,MEDIUM (Monitor Status)
14069,31.7,MEDIUM (Monitor Status)
14947,31.61,MEDIUM (Monitor Status)
14531,31.59,MEDIUM (Monitor Status)
15442,31.59,MEDIUM (Monitor Status)
13682,31.56,MEDIUM (Monitor Status)
12523,31.54,MEDIUM (Monitor Status)
14203,31.5,MEDIUM (Monitor Status)
15150,31.48,MEDIUM (Monitor Status)
12887,31.4,MEDIUM (Monitor Status)
15264,31.38,MEDIUM (Monitor Status)
13977,31.24,MEDIUM (Monitor Status)
15703,31.22,MEDIUM (Monitor Status)
12473,31.21,MEDIUM (Monitor Status)
12825,31.14,MEDIUM (Monitor Status)
12454,31.11,MEDIUM (Monitor Status)
12445,31.06,MEDIUM (Monitor Status)
13580,31.06,MEDIUM (Monitor Status)
14818,31.05,MEDIUM (Monitor Status)
13665,31.02,MEDIUM (Monitor Status)
13667,31.0,MEDIUM (Monitor Status)
13498,30.99,MEDIUM (Monitor Status)
12615,30.98,MEDIUM (Monitor Status)
12788,30.95,MEDIUM (Monitor Status)
14010,30.9,MEDIUM (Monitor Status)
14778,30.9,MEDIUM (Monitor Status)
15405,30.88,MEDIUM (Monitor Status)
13173,30.8,MEDIUM (Monitor Status)
13232,30.79,MEDIUM (Monitor Status)
14104,30.77,MEDIUM (Monitor Status)
15490,30.74,MEDIUM (Monitor Status)
14410,30.74,MEDIUM (Monitor Status)
13187,30.72,MEDIUM (Monitor Status)
14205,30.69,MEDIUM (Monitor Status)
13545,30.68,MEDIUM (Monitor Status)
13341,30.67,MEDIUM (Monitor Status)
14935,30.61,MEDIUM (Monitor Status)
15679,30.61,MEDIUM (Monitor Status)
14693,30.61,MEDIUM (Monitor Status)
15672,30.58,MEDIUM (Monitor Status)
13225,30.58,MEDIUM (Monitor Status)
15410,30.52,MEDIUM (Monitor Status)
13272,30.48,MEDIUM (Monitor Status)
13909,30.47,MEDIUM (Monitor Status)
13297,30.46,MEDIUM (Monitor Status)
15495,30.43,MEDIUM (Monitor Status)
13478,30.39,MEDIUM (Monitor Status)
15304,30.36,MEDIUM (Monitor Status)
13295,30.35,MEDIUM (Monitor Status)
13318,30.32,MEDIUM (Monitor Status)
13296,30.32,MEDIUM (Monitor Status)
15061,30.31,MEDIUM (Monitor Status)
13983,30.19,MEDIUM (Monitor Status)
13687,30.14,MEDIUM (Monitor Status)
12617,30.13,MEDIUM (Monitor Status)
13467,30.12,MEDIUM (Monitor Status)
14900,30.1,MEDIUM (Monitor Status)
12674,30.07,MEDIUM (Monitor Status)
13560,30.03,MEDIUM (Monitor Status)
12595,30.03,MEDIUM (Monitor Status)
14335,30.01,MEDIUM (Monitor Status)
12773,29.97,MEDIUM (Monitor Status)
15391,29.89,MEDIUM (Monitor Status)
13942,29.87,MEDIUM (Monitor Status)
14926,29.87,MEDIUM (Monitor Status)
14013,29.85,MEDIUM (Monitor Status)
13251,29.82,MEDIUM (Monitor Status)
14758,29.81,MEDIUM (Monitor Status)
14389,29.81,MEDIUM (Monitor Status)
13020,29.78,MEDIUM (Monitor Status)
13469,29.77,MEDIUM (Monitor Status)
15103,29.71,MEDIUM (Monitor Status)
15141,29.71,MEDIUM (Monitor Status)
15583,29.64,MEDIUM (Monitor Status)
15167,29.63,MEDIUM (Monitor Status)
15030,29.63,MEDIUM (Monitor Status)
13611,29.62,MEDIUM (Monitor Status)
15196,29.61,MEDIUM (Monitor Status)
13837,29.58,MEDIUM (Monitor Status)
15157,29.54,MEDIUM (Monitor Status)
14090,29.53,MEDIUM (Monitor Status)
12521,29.53,MEDIUM (Monitor Status)
15623,29.53,MEDIUM (Monitor Status)
14800,29.47,MEDIUM (Monitor Status)
14694,29.45,MEDIUM (Monitor Status)
15325,29.4,MEDIUM (Monitor Status)
12466,29.39,MEDIUM (Monitor Status)
14683,29.39,MEDIUM (Monitor Status)
14633,29.36,MEDIUM (Monitor Status)
15443,29.35,MEDIUM (Monitor Status)
15390,29.35,MEDIUM (Monitor Status)
14857,29.32,MEDIUM (Monitor Status)
15373,29.31,MEDIUM (Monitor Status)
14983,29.27,MEDIUM (Monitor Status)
15008,29.27,MEDIUM (Monitor Status)
12946,29.18,MEDIUM (Monitor Status)
15058,29.14,MEDIUM (Monitor Status)
12715,29.1,MEDIUM (Monitor Status)
14586,29.09,MEDIUM (Monitor Status)
13984,29.09,MEDIUM (Monitor Status)
13047,29.07,MEDIUM (Monitor Status)
13569,29.03,MEDIUM (Monitor Status)
14289,29.0,MEDIUM (Monitor Status)
14982,28.97,MEDIUM (Monitor Status)
13465,28.88,MEDIUM (Monitor Status)
14015,28.87,MEDIUM (Monitor Status)
13119,28.85,MEDIUM (Monitor Status)
15544,28.84,MEDIUM (Monitor Status)
12543,28.81,MEDIUM (Monitor Status)
15515,28.8,MEDIUM (Monitor Status)
14421,28.77,MEDIUM (Monitor Status)
15185,28.73,MEDIUM (Monitor Status)
13094,28.67,MEDIUM (Monitor Status)
13970,28.63,MEDIUM (Monitor Status)
14677,28.63,MEDIUM (Monitor Status)
12498,28.62,MEDIUM (Monitor Status)
14532,28.58,MEDIUM (Monitor Status)
13027,28.58,MEDIUM (Monitor Status)
12803,28.57,MEDIUM (Monitor Status)
12858,28.57,MEDIUM (Monitor Status)
12671,28.51,MEDIUM (Monitor Status)
13853,28.43,MEDIUM (Monitor Status)
14718,28.42,MEDIUM (Monitor Status)
13298,28.4,MEDIUM (Monitor Status)
13919,28.38,MEDIUM (Monitor Status)
13482,28.3,MEDIUM (Monitor Status)
13940,28.28,MEDIUM (Monitor Status)
14946,28.27,MEDIUM (Monitor Status)
12663,28.25,MEDIUM (Monitor Status)
14437,28.22,MEDIUM (Monitor Status)
13707,28.22,MEDIUM (Monitor Status)
15705,28.21,MEDIUM (Monitor Status)
12525,28.14,MEDIUM (Monitor Status)
12952,28.08,MEDIUM (Monitor Status)
14130,28.04,MEDIUM (Monitor Status)
15709,28.02,MEDIUM (Monitor Status)
15190,27.96,MEDIUM (Monitor Status)
14808,27.89,MEDIUM (Monitor Status)
13777,27.86,MEDIUM (Monitor Status)
13477,27.86,MEDIUM (Monitor Status)
13406,27.83,MEDIUM (Monitor Status)
15197,27.76,MEDIUM (Monitor Status)
15476,27.74,MEDIUM (Monitor Status)
14964,27.7,MEDIUM (Monitor Status)
12980,27.68,MEDIUM (Monitor Status)
13106,27.55,MEDIUM (Monitor Status)
14172,27.47,MEDIUM (Monitor Status)
14275,27.46,MEDIUM (Monitor Status)
15466,27.45,MEDIUM (Monitor Status)
12492,27.44,MEDIUM (Monitor Status)
13642,27.41,MEDIUM (Monitor Status)
13145,27.39,MEDIUM (Monitor Status)
13281,27.37,MEDIUM (Monitor Status)
14656,27.36,MEDIUM (Monitor Status)
15372,27.35,MEDIUM (Monitor Status)
13564,27.34,MEDIUM (Monitor Status)
13614,27.31,MEDIUM (Monitor Status)
14890,27.3,MEDIUM (Monitor Status)
15675,27.3,MEDIUM (Monitor Status)
14495,27.27,MEDIUM (Monitor Status)
15577,27.21,MEDIUM (Monitor Status)
14744,27.2,MEDIUM (Monitor Status)
13414,27.19,MEDIUM (Monitor Status)
13036,27.16,MEDIUM (Monitor Status)
13336,27.12,MEDIUM (Monitor Status)
14428,27.11,MEDIUM (Monitor Status)
14611,27.06,MEDIUM (Monitor Status)
12822,27.04,MEDIUM (Monitor Status)
13440,27.02,MEDIUM (Monitor Status)
14581,27.0,MEDIUM (Monitor Status)
12776,26.93,MEDIUM (Monitor Status)
13882,26.92,MEDIUM (Monitor Status)
15472,26.88,MEDIUM (Monitor Status)
14150,26.86,MEDIUM (Monitor Status)
12624,26.86,MEDIUM (Monitor Status)
13319,26.85,MEDIUM (Monitor Status)
12809,26.85,MEDIUM (Monitor Status)
13279,26.83,MEDIUM (Monitor Status)
15716,26.83,MEDIUM (Monitor Status)
13818,26.81,MEDIUM (Monitor Status)
12724,26.7,MEDIUM (Monitor Status)
14923,26.68,MEDIUM (Monitor Status)
14777,26.66,MEDIUM (Monitor Status)
14440,26.63,MEDIUM (Monitor Status)
14266,26.63,MEDIUM (Monitor Status)
14213,26.6,MEDIUM (Monitor Status)
13625,26.55,MEDIUM (Monitor Status)
14244,26.54,MEDIUM (Monitor Status)
12861,26.53,MEDIUM (Monitor Status)
12428,26.53,MEDIUM (Monitor Status)
15447,26.53,MEDIUM (Monitor Status)
14238,26.5,MEDIUM (Monitor Status)
15572,26.5,MEDIUM (Monitor Status)
13034,26.45,MEDIUM (Monitor Status)
14641,26.43,MEDIUM (Monitor Status)
12903,26.42,MEDIUM (Monitor Status)
13997,26.42,MEDIUM (Monitor Status)
12548,26.41,MEDIUM (Monitor Status)
15656,26.37,MEDIUM (Monitor Status)
13786,26.32,MEDIUM (Monitor Status)
14286,26.32,MEDIUM (Monitor Status)
13808,26.31,MEDIUM (Monitor Status)
14390,26.3,MEDIUM (Monitor Status)
13223,26.25,MEDIUM (Monitor Status)
15638,26.25,MEDIUM (Monitor Status)
13809,26.23,MEDIUM (Monitor Status)
13831,26.22,MEDIUM (Monitor Status)
14968,26.18,MEDIUM (Monitor Status)
15133,26.17,MEDIUM (Monitor Status)
14670,26.16,MEDIUM (Monitor Status)
14660,26.14,MEDIUM (Monitor Status)
13000,26.12,MEDIUM (Monitor Status)
13317,26.12,MEDIUM (Monitor Status)
14041,26.11,MEDIUM (Monitor Status)
13944,26.11,MEDIUM (Monitor Status)
13920,26.07,MEDIUM (Monitor Status)
14343,26.07,MEDIUM (Monitor Status)
15136,26.06,MEDIUM (Monitor Status)
12815,26.03,MEDIUM (Monitor Status)
14148,26.03,MEDIUM (Monitor Status)
14592,26.01,MEDIUM (Monitor Status)
12462,26.01,MEDIUM (Monitor Status)
14979,26.0,MEDIUM (Monitor Status)
13947,25.99,MEDIUM (Monitor Status)
14314,25.97,MEDIUM (Monitor Status)
14325,25.95,MEDIUM (Monitor Status)
13089,25.93,MEDIUM (Monitor Status)
12527,25.92,MEDIUM (Monitor Status)
15218,25.91,MEDIUM (Monitor Status)
15429,25.9,MEDIUM (Monitor Status)
13176,25.88,MEDIUM (Monitor Status)
15368,25.84,MEDIUM (Monitor Status)
14151,25.84,MEDIUM (Monitor Status)
14042,25.8,MEDIUM (Monitor Status)
13439,25.76,MEDIUM (Monitor Status)
15234,25.76,MEDIUM (Monitor Status)
12906,25.76,MEDIUM (Monitor Status)
15393,25.75,MEDIUM (Monitor Status)
12826,25.73,MEDIUM (Monitor Status)
12839,25.69,MEDIUM (Monitor Status)
12769,25.66,MEDIUM (Monitor Status)
13114,25.65,MEDIUM (Monitor Status)
15585,25.63,MEDIUM (Monitor Status)
14840,25.61,MEDIUM (Monitor Status)
13051,25.6,MEDIUM (Monitor Status)
13097,25.59,MEDIUM (Monitor Status)
15513,25.57,MEDIUM (Monitor Status)
14035,25.53,MEDIUM (Monitor Status)
15655,25.51,MEDIUM (Monitor Status)
13155,25.5,MEDIUM (Monitor Status)
13546,25.48,MEDIUM (Monitor Status)
12452,25.44,MEDIUM (Monitor Status)
14154,25.44,MEDIUM (Monitor Status)
12550,25.44,MEDIUM (Monitor Status)
14975,25.4,MEDIUM (Monitor Status)
13090,25.39,MEDIUM (Monitor Status)
15498,25.36,MEDIUM (Monitor Status)
15448,25.34,MEDIUM (Monitor Status)
14229,25.33,MEDIUM (Monitor Status)
14085,25.3,MEDIUM (Monitor Status)
15599,25.29,MEDIUM (Monitor Status)
14451,25.27,MEDIUM (Monitor Status)
14481,25.27,MEDIUM (Monitor Status)
12948,25.22,MEDIUM (Monitor Status)
12877,25.2,MEDIUM (Monitor Status)
13466,25.2,MEDIUM (Monitor Status)
14133,25.19,MEDIUM (Monitor Status)
15037,25.19,MEDIUM (Monitor Status)
14786,25.18,MEDIUM (Monitor Status)
15575,25.18,MEDIUM (Monitor Status)
15017,25.17,MEDIUM (Monitor Status)
13161,25.17,MEDIUM (Monitor Status)
14409,25.16,MEDIUM (Monitor Status)
13400,25.15,MEDIUM (Monitor Status)
14493,25.15,MEDIUM (Monitor Status)
14110,25.14,MEDIUM (Monitor Status)
15611,25.11,MEDIUM (Monitor Status)
14675,25.07,MEDIUM (Monitor Status)
14998,25.07,MEDIUM (Monitor Status)
13347,25.06,MEDIUM (Monitor Status)
12649,25.06,MEDIUM (Monitor Status)
13032,25.05,MEDIUM (Monitor Status)
12539,25.03,MEDIUM (Monitor Status)
12471,25.02,MEDIUM (Monitor Status)
14404,25.0,MEDIUM (Monitor Status)
13557,24.97,LOW (Stable)
15505,24.96,LOW (Stable)
14711,24.95,LOW (Stable)
14738,24.93,LOW (Stable)
15526,24.9,LOW (Stable)
15075,24.89,LOW (Stable)
12855,24.89,LOW (Stable)
13215,24.87,LOW (Stable)
12524,24.85,LOW (Stable)
13637,24.84,LOW (Stable)
14899,24.83,LOW (Stable)
15489,24.78,LOW (Stable)
15662,24.78,LOW (Stable)
13050,24.76,LOW (Stable)
12612,24.73,LOW (Stable)
14486,24.66,LOW (Stable)
13193,24.65,LOW (Stable)
14365,24.62,LOW (Stable)
12731,24.62,LOW (Stable)
14970,24.61,LOW (Stable)
15232,24.6,LOW (Stable)
13219,24.58,LOW (Stable)
14144,24.56,LOW (Stable)
14192,24.52,LOW (Stable)
15338,24.49,LOW (Stable)
15210,24.47,LOW (Stable)
14959,24.43,LOW (Stable)
14471,24.43,LOW (Stable)
14514,24.4,LOW (Stable)
14949,24.39,LOW (Stable)
13117,24.39,LOW (Stable)
14854,24.37,LOW (Stable)
14177,24.37,LOW (Stable)
13747,24.37,LOW (Stable)
13004,24.34,LOW (Stable)
14589,24.33,LOW (Stable)
14673,24.31,LOW (Stable)
15065,24.3,LOW (Stable)
14807,24.27,LOW (Stable)
15060,24.25,LOW (Stable)
13430,24.24,LOW (Stable)
13960,24.2,LOW (Stable)
12981,24.2,LOW (Stable)
14834,24.19,LOW (Stable)
14852,24.16,LOW (Stable)
15491,24.16,LOW (Stable)
14727,24.14,LOW (Stable)
14544,24.14,LOW (Stable)
13242,24.13,LOW (Stable)
13495,24.13,LOW (Stable)
13451,24.12,LOW (Stable)
14551,24.11,LOW (Stable)
15209,24.08,LOW (Stable)
13791,24.08,LOW (Stable)
12989,24.06,LOW (Stable)
13273,24.05,LOW (Stable)
13171,24.04,LOW (Stable)
15003,24.02,LOW (Stable)
12593,24.01,LOW (Stable)
14098,24.01,LOW (Stable)
14663,23.99,LOW (Stable)
13877,23.96,LOW (Stable)
15257,23.96,LOW (Stable)
13507,23.93,LOW (Stable)
13746,23.93,LOW (Stable)
15659,23.91,LOW (Stable)
15316,23.9,LOW (Stable)
15192,23.88,LOW (Stable)
12856,23.88,LOW (Stable)
12957,23.88,LOW (Stable)
14771,23.88,LOW (Stable)
14974,23.87,LOW (Stable)
14820,23.86,LOW (Stable)
15461,23.84,LOW (Stable)
15428,23.83,LOW (Stable)
13895,23.81,LOW (Stable)
12917,23.8,LOW (Stable)
14838,23.8,LOW (Stable)
15696,23.77,LOW (Stable)
14815,23.75,LOW (Stable)
12640,23.73,LOW (Stable)
15660,23.73,LOW (Stable)
13496,23.72,LOW (Stable)
13504,23.71,LOW (Stable)
13848,23.7,LOW (Stable)
13125,23.68,LOW (Stable)
15508,23.68,LOW (Stable)
14186,23.66,LOW (Stable)
14159,23.65,LOW (Stable)
14928,23.63,LOW (Stable)
12787,23.63,LOW (Stable)
15296,23.62,LOW (Stable)
13134,23.57,LOW (Stable)
13039,23.57,LOW (Stable)
14109,23.54,LOW (Stable)
14196,23.52,LOW (Stable)
14788,23.51,LOW (Stable)
15334,23.51,LOW (Stable)
13727,23.48,LOW (Stable)
13535,23.47,LOW (Stable)
15230,23.46,LOW (Stable)
15080,23.46,LOW (Stable)
14401,23.46,LOW (Stable)
13515,23.45,LOW (Stable)
12536,23.45,LOW (Stable)
13764,23.43,LOW (Stable)
13394,23.43,LOW (Stable)
13333,23.43,LOW (Stable)
12573,23.43,LOW (Stable)
13158,23.42,LOW (Stable)
15441,23.41,LOW (Stable)
14023,23.41,LOW (Stable)
14354,23.39,LOW (Stable)
12568,23.35,LOW (Stable)
14268,23.33,LOW (Stable)
14346,23.32,LOW (Stable)
13091,23.31,LOW (Stable)
13014,23.31,LOW (Stable)
12434,23.3,LOW (Stable)
14828,23.3,LOW (Stable)
12928,23.29,LOW (Stable)
13993,23.26,LOW (Stable)
15457,23.26,LOW (Stable)
12477,23.25,LOW (Stable)
13689,23.24,LOW (Stable)
12484,23.24,LOW (Stable)
12735,23.22,LOW (Stable)
14988,23.2,LOW (Stable)
12835,23.2,LOW (Stable)
14962,23.2,LOW (Stable)
14036,23.2,LOW (Stable)
12613,23.19,LOW (Stable)
15630,23.19,LOW (Stable)
14873,23.19,LOW (Stable)
12778,23.15,LOW (Stable)
14115,23.13,LOW (Stable)
13918,23.13,LOW (Stable)
15070,23.12,LOW (Stable)
12695,23.12,LOW (Stable)
13806,23.12,LOW (Stable)
14031,23.11,LOW (Stable)
13978,23.09,LOW (Stable)
14578,23.08,LOW (Stable)
13701,23.06,LOW (Stable)
13706,23.06,LOW (Stable)
15057,23.05,LOW (Stable)
15220,23.05,LOW (Stable)
14617,23.05,LOW (Stable)
14388,23.04,LOW (Stable)
14784,23.01,LOW (Stable)
15362,22.98,LOW (Stable)
14607,22.96,LOW (Stable)
13681,22.95,LOW (Stable)
13060,22.95,LOW (Stable)
13320,22.94,LOW (Stable)
13954,22.88,LOW (Stable)
14140,22.88,LOW (Stable)
13577,22.87,LOW (Stable)
14608,22.87,LOW (Stable)
12662,22.86,LOW (Stable)
14991,22.86,LOW (Stable)
12675,22.86,LOW (Stable)
12646,22.82,LOW (Stable)
13436,22.82,LOW (Stable)
13930,22.81,LOW (Stable)
12597,22.81,LOW (Stable)
15713,22.81,LOW (Stable)
15453,22.81,LOW (Stable)
14033,22.81,LOW (Stable)
13371,22.78,LOW (Stable)
12863,22.77,LOW (Stable)
14954,22.75,LOW (Stable)
14379,22.73,LOW (Stable)
14315,22.71,LOW (Stable)
14005,22.71,LOW (Stable)
14135,22.69,LOW (Stable)
15226,22.67,LOW (Stable)
12940,22.66,LOW (Stable)
15156,22.64,LOW (Stable)
13293,22.64,LOW (Stable)
14971,22.64,LOW (Stable)
12878,22.64,LOW (Stable)
14071,22.64,LOW (Stable)
13885,22.63,LOW (Stable)
15412,22.62,LOW (Stable)
14896,22.6,LOW (Stable)
14231,22.59,LOW (Stable)
13463,22.56,LOW (Stable)
14753,22.55,LOW (Stable)
14467,22.51,LOW (Stable)
14679,22.49,LOW (Stable)
14146,22.47,LOW (Stable)
12680,22.47,LOW (Stable)
12644,22.45,LOW (Stable)
14267,22.45,LOW (Stable)
12936,22.44,LOW (Stable)
12553,22.4,LOW (Stable)
13041,22.39,LOW (Stable)
15370,22.36,LOW (Stable)
13908,22.35,LOW (Stable)
15025,22.33,LOW (Stable)
14162,22.31,LOW (Stable)
15154,22.31,LOW (Stable)
13685,22.3,LOW (Stable)
15694,22.28,LOW (Stable)
13475,22.27,LOW (Stable)
15619,22.26,LOW (Stable)
14855,22.25,LOW (Stable)
12465,22.18,LOW (Stable)
12541,22.18,LOW (Stable)
15727,22.16,LOW (Stable)
13663,22.16,LOW (Stable)
15253,22.16,LOW (Stable)
14207,22.14,LOW (Stable)
12576,22.12,LOW (Stable)
14091,22.11,LOW (Stable)
13897,22.09,LOW (Stable)
14061,22.06,LOW (Stable)
14767,22.06,LOW (Stable)
15281,22.04,LOW (Stable)
12532,22.01,LOW (Stable)
15256,22.01,LOW (Stable)
14160,22.0,LOW (Stable)
12614,21.98,LOW (Stable)
15120,21.98,LOW (Stable)
12692,21.98,LOW (Stable)
13890,21.97,LOW (Stable)
15211,21.96,LOW (Stable)
14496,21.95,LOW (Stable)
13554,21.95,LOW (Stable)
14599,21.95,LOW (Stable)
15407,21.92,LOW (Stable)
13973,21.92,LOW (Stable)
15235,21.9,LOW (Stable)
15682,21.9,LOW (Stable)
13548,21.88,LOW (Stable)
15199,21.88,LOW (Stable)
13275,21.86,LOW (Stable)
13069,21.84,LOW (Stable)
14339,21.84,LOW (Stable)
13584,21.83,LOW (Stable)
13653,21.8,LOW (Stable)
14505,21.8,LOW (Stable)
13238,21.79,LOW (Stable)
15183,21.78,LOW (Stable)
14139,21.78,LOW (Stable)
13374,21.76,LOW (Stable)
15340,21.76,LOW (Stable)
14018,21.73,LOW (Stable)
13911,21.73,LOW (Stable)
14827,21.73,LOW (Stable)
13517,21.73,LOW (Stable)
12631,21.72,LOW (Stable)
13030,21.69,LOW (Stable)
14715,21.68,LOW (Stable)
14845,21.67,LOW (Stable)
15387,21.67,LOW (Stable)
13959,21.66,LOW (Stable)
13852,21.66,LOW (Stable)
13118,21.66,LOW (Stable)
12730,21.66,LOW (Stable)
12707,21.65,LOW (Stable)
13454,21.65,LOW (Stable)
14344,21.63,LOW (Stable)
15637,21.63,LOW (Stable)
12847,21.63,LOW (Stable)
15097,21.6,LOW (Stable)
13758,21.6,LOW (Stable)
15131,21.59,LOW (Stable)
14043,21.59,LOW (Stable)
13996,21.59,LOW (Stable)
12831,21.55,LOW (Stable)
14081,21.55,LOW (Stable)
13490,21.54,LOW (Stable)
12905,21.5,LOW (Stable)
13492,21.49,LOW (Stable)
